type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,6573.93,C1931020091,149215.15,142641.23,M2136496554,0,0,0
CASH_IN,111861,C551254369,32653.93,144514.92,C990043790,460826.03,348965.04,0
PAYMENT,14662.38,C1597082278,0,0,M870183639,0,0,0
PAYMENT,6650.31,C2010252798,232731.22,226080.92,M53126189,0,0,0
PAYMENT,4485.13,C1295961108,0,0,M168999420,0,0,0
PAYMENT,18164.05,C1060405236,41436.62,23272.57,M495634425,0,0,0
CASH_OUT,135777.98,C633185467,5519,0,C1589037749,70135.4,205913.38,0
CASH_IN,343892.73,C1973380805,7741598.79,8085491.52,C1914018325,2328276.96,1984384.23,0
CASH_OUT,188714.58,C1545814059,9973,0,C333643988,48176.06,236890.65,0
CASH_OUT,108983.41,C1323566322,0,0,C2015676235,255767.77,364751.17,0
PAYMENT,9728.68,C320281189,0,0,M1251178981,0,0,0
CASH_IN,6853.13,C700179037,3423577.4,3430430.53,C982674859,40663.09,33809.95,0
CASH_OUT,72888.99,C128474422,0,0,C329473339,1412119.56,1485008.55,0
CASH_OUT,153288.64,C559440291,90977.51,0,C1200121142,306849.69,460138.32,0
CASH_OUT,59837.84,C842774113,0,0,C525027558,131220.05,191057.88,0
CASH_IN,294840.95,C2048188061,202501,497341.95,C1293602494,0,0,0
PAYMENT,4557.53,C1774173771,91486.08,86928.55,M127976269,0,0,0
PAYMENT,5317.71,C844464174,0,0,M1723736133,0,0,0
TRANSFER,316473.18,C543874406,0,0,C702577092,2161461.66,2477934.84,0
CASH_OUT,113779.65,C388672739,21740,0,C1793894566,78508.27,192287.92,0
CASH_OUT,64392.07,C615763695,0,0,C629106087,5543751.61,5608143.68,0
CASH_IN,167172.99,C1015426768,32341,199513.99,C967600260,496901.82,329728.82,0
CASH_IN,207087.38,C1638325742,11284,218371.38,C1297203511,2622108.85,2415021.47,0
PAYMENT,175.71,C586227612,22348,22172.29,M276434230,0,0,0
CASH_IN,317799.65,C2088745396,2411499.84,2729299.49,C643310704,962430.26,644630.61,0
CASH_IN,171706.07,C1270928750,19151,190857.07,C1231338294,246812.64,75106.57,0
PAYMENT,31012.99,C847770941,5816,0,M1179944988,0,0,0
CASH_OUT,105232.35,C482272869,30428,0,C897474970,2802226.53,2907458.87,0
CASH_OUT,215731.85,C42539197,0,0,C56496053,14109015.57,14324747.42,0
CASH_IN,250828.2,C1544242432,11115,261943.2,C211251184,0,0,0
PAYMENT,13168.34,C1290956061,448628.24,435459.9,M600909744,0,0,0
TRANSFER,307202.26,C951381498,0,0,C347688326,522000.43,829202.69,0
CASH_IN,438263.68,C663905786,10524,448787.68,C1359717595,1636756.88,1198493.19,0
CASH_OUT,93639.75,C1549115821,0,0,C377249798,17195846.04,17289485.79,0
CASH_OUT,85210.74,C1229024296,0,0,C1364339522,132215.8,217426.55,0
CASH_OUT,27932.56,C1361047747,49283,21350.44,C630340996,0,27932.56,0
CASH_OUT,54519.87,C1609768381,13470,0,C2112314094,0,54519.87,0
PAYMENT,14809.24,C1753486581,104353,89543.76,M801230988,0,0,0
PAYMENT,1716.25,C777344920,0,0,M1935050030,0,0,0
CASH_IN,63927.4,C305246505,803816.93,867744.32,C357983934,68705.01,4777.61,0
CASH_OUT,162400.49,C603513902,0,0,C496535373,327714.2,490114.69,0
PAYMENT,4329.19,C2045850733,0,0,M1044719798,0,0,0
CASH_OUT,40191.22,C996529091,48768,8576.78,C253339392,300092.66,340283.88,0
CASH_OUT,239476.43,C1653026782,0,0,C1231314975,1036843.17,1276319.6,0
PAYMENT,8771.67,C1709181788,51186,42414.33,M792757530,0,0,0
CASH_IN,84613.31,C1054433311,291465,376078.31,C1226344702,102806.15,18192.84,0
TRANSFER,27537.33,C1217534595,49864,22326.67,C1640405984,1597694.37,1625231.7,0
CASH_OUT,156742.65,C1764943846,0,0,C405005493,269558.77,426301.42,0
CASH_IN,90990.7,C626807322,1037873.32,1128864.02,C1739220470,217316.75,126326.05,0
CASH_IN,92264.65,C2028140097,6695637.87,6787902.51,C584557699,2183043.56,2090778.91,0
CASH_OUT,193562.42,C942199707,22111,0,C1312144927,495213.76,845868.8,0
CASH_OUT,202644.81,C489140147,16928,0,C1439107280,0,202644.81,0
CASH_IN,35854.18,C1515194555,4198596.96,4234451.13,C1082992891,2393040.94,2357186.77,0
CASH_IN,96012.66,C1199752649,21190,117202.66,C2034903289,0,0,0
CASH_IN,190964.62,C1023610308,144,191108.62,C57142062,235340.69,44376.07,0
TRANSFER,617611.19,C2103330943,0,0,C1648821408,718125.28,1335736.47,0
PAYMENT,228.08,C1988494834,89473,89244.92,M1907175162,0,0,0
CASH_IN,288815.52,C802292820,3059,291874.52,C1674371139,1717404.59,1428589.07,0
PAYMENT,5453.29,C1151006207,102973,97519.71,M565926617,0,0,0
PAYMENT,3339.1,C1100249350,50664,47324.9,M783048307,0,0,0
PAYMENT,12138.13,C1633191680,49465,37326.87,M1448395176,0,0,0
PAYMENT,1984.96,C772550132,58972.05,56987.09,M939539078,0,0,0
CASH_OUT,184669.64,C1602684032,59779,0,C719263508,286630.87,471300.5,0
PAYMENT,4490.44,C764806333,2068,0,M2054466941,0,0,0
PAYMENT,2931.3,C1547558062,0,0,M1146141742,0,0,0
TRANSFER,270696.12,C1298337123,50649,0,C1297431036,0,270696.12,0
CASH_IN,38486.89,C2087100206,11638,50124.89,C8278945,4413862.32,4616540.26,0
PAYMENT,993.79,C682976633,40459,39465.21,M1277514192,0,0,0
PAYMENT,3180.94,C1248771893,0,0,M681179563,0,0,0
CASH_IN,15715.79,C1005116050,1730780.27,1746496.06,C65352921,6284360,6268644.22,0
PAYMENT,16046.75,C87788594,51569,35522.25,M493298328,0,0,0
PAYMENT,16402.12,C1610325352,67,0,M1170374225,0,0,0
PAYMENT,8971.53,C1742879153,285,0,M1191621653,0,0,0
CASH_OUT,277517.03,C134978958,50380,0,C1068264990,23177.79,300694.82,0
PAYMENT,9699.76,C36921790,0,0,M1847487089,0,0,0
CASH_IN,100935.33,C1280580767,10201,111136.33,C661433384,0,0,0
CASH_OUT,181209.24,C1483733129,99888,0,C787193914,0,174690.14,0
PAYMENT,4692.34,C20802415,0,0,M1236628812,0,0,0
PAYMENT,13524.05,C1208947028,167541.65,154017.6,M1552884606,0,0,0
CASH_IN,30374.37,C49026975,8498134.81,8528509.19,C1869304397,972024.09,941649.71,0
CASH_IN,259602.42,C49281711,30345,289947.42,C63355743,0,0,0
CASH_OUT,150019.7,C1159454918,22464,0,C1561136512,0,150019.7,0
CASH_IN,215591.6,C1487020778,5354,220945.6,C1710901767,3426899.06,3211307.46,0
PAYMENT,2377.66,C27889228,0,0,M1784862341,0,0,0
PAYMENT,11997.79,C518648789,277428.96,265431.17,M1877888017,0,0,0
PAYMENT,5717.18,C153076201,655,0,M1332608786,0,0,0
PAYMENT,2315.87,C1294259740,3722.01,1406.14,M105117842,0,0,0
CASH_OUT,212823.43,C1549578937,0,0,C1975298587,3344208.19,3557031.62,0
CASH_IN,114782.44,C1489268464,18853777.36,18968559.8,C1605645812,241763.24,126980.81,0
CASH_OUT,87178.17,C960057248,0,0,C1939536629,236783.44,806253.83,0
CASH_OUT,34835.67,C1455485585,52952,18116.33,C1082976131,3070750.63,3105586.3,0
PAYMENT,10846.4,C21772274,17558.85,6712.45,M338298127,0,0,0
PAYMENT,16981.73,C1326435841,86041,69059.27,M1648476766,0,0,0
CASH_OUT,244349.94,C1645665150,0,0,C1916281427,444093.7,688443.64,0
PAYMENT,5910.28,C1744347755,0,0,M1013277189,0,0,0
CASH_OUT,812588.22,C1217706739,0,0,C1710002389,1237976.15,2050564.37,0
TRANSFER,86154.92,C1142993685,443436.49,357281.57,C1264618361,687489.94,773644.86,0
CASH_OUT,295422.68,C1886123252,25400,0,C125166495,1298930.13,1594352.81,0
CASH_IN,313546.09,C1768169525,4946130.57,5259676.66,C1853249882,714544.25,400998.16,0
CASH_IN,222603.43,C1600689936,39969,262572.43,C875161092,0,0,0
CASH_OUT,110017.31,C1607026780,108,0,C973109124,0,110017.31,0
CASH_OUT,303834.57,C663002864,0,0,C1501471588,470334.42,774168.99,0
CASH_OUT,270322.41,C514420446,114,0,C1511738784,122582.21,304508.37,0
PAYMENT,5293.46,C1705900464,228233.85,222940.39,M1233465444,0,0,0
CASH_OUT,69186.49,C1804135461,9852,0,C1436944677,9234.25,78420.73,0
CASH_IN,14483.13,C2066108369,217620.62,232103.75,C314651694,1566524.77,1552041.64,0
CASH_OUT,339298.78,C1505946547,82732,0,C786663713,111312.48,450611.27,0
PAYMENT,3218.16,C683438661,86004.3,82786.14,M1794515969,0,0,0
CASH_IN,305657.34,C548464542,4447177.91,4752835.25,C252090486,15801207.62,15495550.27,0
CASH_OUT,115551.93,C1369049597,101,0,C564837755,0,115551.93,0
PAYMENT,976.52,C26315800,104348,103371.48,M1703320367,0,0,0
CASH_IN,176480.19,C1325404263,136051,312531.19,C1851722989,323125.96,146645.77,0
CASH_OUT,270576.12,C678079550,0,0,C2065720488,3238459.79,3509035.9,0
PAYMENT,5758.5,C2100912496,11610,5851.5,M1153220227,0,0,0
CASH_IN,87944.95,C124404185,5535240.69,5623185.64,C449635649,556030.55,365491.67,0
PAYMENT,211.65,C1921582678,0,0,M453472243,0,0,0
CASH_OUT,179871.96,C3747262,98818.85,0,C1139388583,727151.27,907023.22,0
CASH_IN,14304.51,C1114605558,1743226.15,1757530.66,C1149425025,19569.49,5264.97,0
PAYMENT,12258.44,C734073476,32061,19802.56,M2000854637,0,0,0
TRANSFER,16459.31,C1097435611,0,0,C1232614337,377009.36,393468.67,0
PAYMENT,5491.31,C642527434,49588,44096.69,M1849782914,0,0,0
CASH_OUT,328540.58,C145485724,0,0,C747446275,3672038.15,4000578.73,0
CASH_OUT,142521.17,C1544612501,50311,0,C1937956160,0,142521.17,0
TRANSFER,895692.64,C1648302490,0,0,C751389024,7428934.1,8324626.74,0
PAYMENT,4674.03,C1767097128,0,0,M636229321,0,0,0
CASH_OUT,110768.22,C1808495734,52390,0,C839914493,94708.23,205476.44,0
CASH_IN,266149.68,C15765585,15882397.74,16148547.42,C1821724842,968111.19,701961.51,0
PAYMENT,1936.63,C56342523,0,0,M1713243046,0,0,0
PAYMENT,9930.09,C166028217,11417,1486.91,M260696610,0,0,0
CASH_OUT,241500.55,C623261748,0,0,C1099670551,585105.63,826606.18,0
CASH_OUT,221389.19,C1326486802,41405,0,C926299453,137303.08,365283.66,0
CASH_IN,62772.78,C1734453602,1513882.23,1576655.01,C1292494420,8182906.22,8120133.44,0
PAYMENT,33.86,C679311952,88843.71,88809.84,M1742392733,0,0,0
CASH_IN,197274.36,C196476993,8616673.95,8813948.31,C18830084,360748.74,163474.38,0
CASH_OUT,563017.83,C1980499316,0,0,C387053565,2045516.23,2608534.06,0
PAYMENT,4804.67,C306684735,0,0,M309904577,0,0,0
CASH_IN,253527.57,C1932584647,203641,457168.57,C995300795,0,0,0
CASH_IN,138484.2,C476028488,118060,256544.2,C1609684325,77962.5,0,0
CASH_OUT,112441.25,C486068444,13613,0,C1984672589,721863.05,834304.3,0
CASH_IN,362029.5,C1124083959,22488,384517.5,C782687128,0,0,0
PAYMENT,14191.05,C527714085,0,0,M2031111369,0,0,0
PAYMENT,12305.67,C400070432,1845,0,M963863763,0,0,0
PAYMENT,3675.49,C552092402,11469.87,7794.38,M1695396482,0,0,0
CASH_OUT,114418.66,C622441550,0,0,C1538698909,277688.46,392107.12,0
PAYMENT,10372.78,C1490104173,105665.19,95292.42,M298441475,0,0,0
CASH_OUT,63235.11,C604367558,0,0,C1436977085,108265.02,171500.13,0
CASH_OUT,62690.8,C1995204248,0,0,C416147442,372661.24,435352.04,0
CASH_IN,201627.62,C1377945712,5710340.31,5911967.93,C156483282,534987.99,333360.37,0
TRANSFER,942325.31,C1787370088,0,0,C2128690178,1141599.4,2083924.72,0
CASH_OUT,21178.42,C1120833554,0,0,C1722780056,110188.42,131366.84,0
CASH_IN,135272.59,C215720229,478523.21,613795.79,C214445153,1586658.11,1451385.53,0
CASH_IN,2434,C931893993,3845381.05,3847815.06,C1070054826,261386.57,258952.56,0
PAYMENT,17044.85,C3427831,0,0,M1224815477,0,0,0
CASH_IN,399924.28,C2072589184,6056388.99,6456313.27,C1717788445,436375.58,36451.31,0
CASH_OUT,129396.46,C633678916,2186833.82,2057437.36,C1433796160,4491800.47,4621196.93,0
CASH_OUT,132489.47,C871692786,0,0,C1149705370,10146192.19,10278681.65,0
CASH_IN,46343.36,C1144030036,52936,99279.36,C2002256075,0,0,0
CASH_OUT,29257.19,C1370595077,15996,0,C1818327442,56986.3,86243.49,0
CASH_IN,11456.04,C1732712954,193181,204637.04,C1463781523,783326.62,771870.58,0
CASH_OUT,90765.36,C393822607,0,0,C975413544,554978.08,645743.44,0
CASH_OUT,176411.68,C224598687,9939,0,C1994496885,3080182.01,3256593.68,0
TRANSFER,75370.31,C24331516,0,0,C64743316,260672.55,336042.86,0
CASH_OUT,198733.06,C2135534446,179692.81,0,C54639182,5239253.15,5394993.71,0
CASH_IN,206328.91,C201615931,40406,246734.91,C400053084,120113.18,0,0
PAYMENT,10268.08,C1398006546,0,0,M1603631289,0,0,0
CASH_OUT,72570.35,C2005548913,0,0,C1367199503,253446.19,326016.54,0
PAYMENT,2005.01,C1798582136,21243,19237.99,M1105166716,0,0,0
CASH_IN,116092.51,C1921660043,81898,197990.51,C1596965140,0,0,0
CASH_OUT,218464.17,C1700090598,0,0,C2127546748,4973372.61,5191836.77,0
CASH_OUT,17415.43,C1943135476,0,0,C1725775569,4482525.75,4499941.18,0
CASH_OUT,287864.28,C2111176552,0,0,C1842851521,854325.79,1142190.06,0
PAYMENT,7068.21,C757463711,0,0,M243645084,0,0,0
PAYMENT,1012.01,C2049291539,0,0,M1364728563,0,0,0
CASH_OUT,467462.2,C1979442303,80897,0,C1865924157,811958.16,1279420.36,0
CASH_OUT,173412.77,C466033933,256,0,C1533756006,0,173412.77,0
CASH_OUT,242414.05,C1336518502,105039,0,C1508051789,0,242414.05,0
CASH_OUT,130867.2,C858241411,0,0,C1334263929,166395.05,297262.25,0
TRANSFER,94206.29,C769467747,0,0,C293538711,6955762.17,7049968.45,0
DEBIT,2485.93,C371477779,7534,5048.07,C1778810358,11511588.46,11514074.39,0
CASH_OUT,115046.53,C46085865,43677,0,C1890790387,150266.6,265313.13,0
PAYMENT,10229.3,C1753968297,0,0,M734479074,0,0,0
CASH_OUT,247576.56,C1442324881,409159.83,161583.28,C1873547680,964000.48,1211577.04,0
PAYMENT,11245.02,C954122315,0,0,M692360574,0,0,0
PAYMENT,1345.24,C1105786336,20338,18992.76,M1641551970,0,0,0
PAYMENT,3050.52,C479922380,452104,449053.48,M1565455013,0,0,0
CASH_OUT,52761.2,C836882553,0,0,C2079765316,1336808.96,1389570.16,0
PAYMENT,11342.55,C556093059,0,0,M1314444352,0,0,0
CASH_OUT,161915.64,C534356567,0,0,C1625576700,163016.11,324931.75,0
PAYMENT,2498.83,C1394578853,21419,18920.17,M1227245161,0,0,0
CASH_OUT,180658.94,C1534327928,316410,135751.06,C1789547553,0,180658.94,0
CASH_IN,99430.86,C1154423112,25189,124619.86,C1475803297,0,0,0
CASH_IN,91342.58,C2045964094,170887.14,262229.72,C898900309,105575,14232.42,0
CASH_IN,182021.19,C372315358,15438827.17,15620848.37,C1862265469,2529606.45,2347585.26,0
TRANSFER,300231.38,C1635244233,1660.38,0,C1688927068,6288078.51,6588309.89,0
PAYMENT,12480.87,C1614601800,153696,141215.13,M482659015,0,0,0
CASH_IN,108503.74,C1847905225,11667,120170.74,C30186758,0,0,0
PAYMENT,10807.79,C452971314,0,0,M961456739,0,0,0
CASH_IN,309846.3,C702449394,2947548.28,3257394.58,C133879537,349979.05,40132.74,0
CASH_OUT,287258.04,C1022550645,0,0,C611647014,289328.31,576586.35,0
PAYMENT,2621.49,C329503206,290,0,M1968895996,0,0,0
CASH_IN,216366.23,C1875771239,69405,285771.23,C1723597876,696416.13,480049.91,0
PAYMENT,3081.93,C500252601,376035,372953.07,M62275574,0,0,0
PAYMENT,9271.39,C143312293,14536.69,5265.3,M168623787,0,0,0
CASH_IN,395416.26,C1803680472,14804755.34,15200171.61,C2022992218,775430.8,382050.07,0
PAYMENT,15311.65,C1585179898,15444,132.35,M72412724,0,0,0
CASH_OUT,67421.03,C1601922690,135,0,C791123348,15411.02,82832.05,0
CASH_IN,138531.56,C1888637900,1513754.55,1652286.11,C1271612958,1347987.49,1209455.94,0
CASH_OUT,17863.29,C553668932,33321,15457.71,C1799991998,0,17863.29,0
PAYMENT,10388.56,C878986388,0,0,M847601860,0,0,0
CASH_OUT,152674.04,C1139029817,51390,0,C1614728234,71315,223989.04,0
PAYMENT,5662.88,C849275100,0,0,M1006442343,0,0,0
CASH_OUT,82607.29,C1523230455,0,0,C1900513440,449993.05,532600.33,0
CASH_OUT,18483.65,C937929180,0,0,C1837298157,237494.82,255978.48,0
CASH_OUT,85175.63,C593205105,307517,222341.37,C894024911,7017367.34,7102542.97,0
CASH_IN,338872.2,C719730300,1278301.97,1617174.17,C653079281,1342323.95,1003451.74,0
TRANSFER,477007.09,C332283171,11127,0,C2038861968,213420.17,584572.47,0
CASH_OUT,65680.52,C1103585811,41196,0,C1798373240,1194945.13,1260625.65,0
CASH_OUT,385960.16,C816603849,0,0,C1801638300,701851.28,1087811.44,0
CASH_OUT,51623.96,C441906293,0,0,C1376455477,2096152.88,2147776.85,0
CASH_OUT,8575,C851819983,125731,117156,C1356524100,0,8575,0
PAYMENT,10179.85,C1113863650,51552,41372.15,M1684302931,0,0,0
PAYMENT,6536.93,C164209950,15551,9014.07,M1619554581,0,0,0
PAYMENT,25010.26,C61420931,2105,0,M555959639,0,0,0
CASH_IN,146563.94,C1005098822,202228,348791.94,C849024480,9973979.74,9957053.63,0
PAYMENT,3882.59,C273311832,197974.96,194092.37,M1479663650,0,0,0
PAYMENT,9609.82,C1224892822,445944,436334.18,M1328771355,0,0,0
CASH_IN,294335.4,C1988427110,6433139.75,6727475.15,C1721347579,516679.64,222344.24,0
PAYMENT,13442.01,C919505019,42881.26,29439.25,M298488529,0,0,0
CASH_OUT,182926.93,C478367228,255592,72665.07,C1559822953,46633.7,229560.63,0
CASH_OUT,90286.37,C218164425,12987,0,C671871837,176880.23,267166.6,0
CASH_OUT,104591.14,C1321887513,33546,0,C984980263,2735799.15,2840390.3,0
CASH_OUT,281620.32,C675364695,0,0,C1574412110,507776.4,789396.72,0
CASH_OUT,51660.12,C578862298,22571.52,0,C1338210643,363712.09,415372.21,0
PAYMENT,1690.8,C842450407,570,0,M1054696069,0,0,0
PAYMENT,2230.92,C1217362488,26523,24292.08,M1659104339,0,0,0
PAYMENT,2136.01,C1892344068,23606.42,21470.42,M1963528684,0,0,0
CASH_OUT,164836.57,C498028479,0,0,C2035865638,165335.4,330171.97,0
CASH_OUT,386019,C396733714,0,0,C1580730901,481617.62,867636.61,0
CASH_OUT,246610.84,C1195533626,0,0,C617104840,4555181.16,4801792.01,0
PAYMENT,12746.53,C1549201543,76278.58,63532.05,M1669294584,0,0,0
CASH_IN,160914.3,C2005603514,148500,309414.3,C1697152417,0,0,0
PAYMENT,11109.75,C1464916567,0,0,M920348912,0,0,0
PAYMENT,380.49,C1474905443,0,0,M1808197463,0,0,0
CASH_IN,266848.03,C1804959654,4927253.38,5194101.41,C910382142,654050.11,387202.09,0
PAYMENT,10974.37,C370460608,41163,30188.63,M886139278,0,0,0
CASH_IN,279901.06,C499727942,2288,282189.06,C1252711193,769.32,0,0
PAYMENT,28.58,C1102979956,92858,92829.42,M1636718286,0,0,0
PAYMENT,1582.12,C1151593303,189554.13,187972.01,M249626237,0,0,0
PAYMENT,2688.92,C204329633,0,0,M921288075,0,0,0
CASH_OUT,103003.65,C1449735157,342,0,C589158797,1842234.18,1945237.83,0
CASH_OUT,62149.62,C639134658,12588,0,C911942002,325035.44,387185.06,0
PAYMENT,1108.25,C1878241199,0,0,M707405506,0,0,0
PAYMENT,1906.63,C134168685,0,0,M1772839896,0,0,0
CASH_OUT,46106.54,C403568638,42207,0,C1107559124,158743.87,204850.41,0
CASH_OUT,271595.39,C1970702929,0,0,C1707632011,3611042.43,3882637.82,0
CASH_IN,33962.03,C1970589672,2074090.91,2108052.94,C1046426548,1607848.53,1573886.5,0
CASH_IN,368028.22,C1455855843,9264718.05,9632746.28,C453093453,1332785.3,964757.08,0
PAYMENT,8240.78,C1843650031,0,0,M2033361265,0,0,0
PAYMENT,9948.24,C1926512967,0,0,M411176805,0,0,0
PAYMENT,1354.11,C1927949586,0,0,M1307318235,0,0,0
CASH_OUT,97659,C272060876,10934,0,C951582688,1476376.87,1574035.87,0
PAYMENT,4287.6,C1471812314,21487,17199.4,M1529147223,0,0,0
PAYMENT,10978.1,C94223278,48766.12,37788.02,M2077556119,0,0,0
CASH_IN,255775.26,C2126138347,12581509.19,12837284.45,C1015035158,4847787.21,4592011.95,0
CASH_OUT,222374.07,C1445662304,0,0,C745163938,225128.91,447502.98,0
PAYMENT,4213.81,C1853180114,428.9,0,M1951362159,0,0,0
TRANSFER,9787.21,C118920030,245273.3,235486.09,C417349291,1214903.9,1224691.11,0
CASH_IN,137773.87,C1187495239,7293716.92,7431490.79,C1905832314,1180886.48,1043112.61,0
PAYMENT,8217.36,C1062681411,41522,33304.64,M406837577,0,0,0
CASH_OUT,225119.57,C612014179,240,0,C1826921014,13611.03,238730.61,0
CASH_OUT,176521.71,C1523261099,0,0,C446752033,1867039.75,2043561.45,0
CASH_OUT,95630.01,C606371464,49301,0,C2108049934,0,95630.01,0
PAYMENT,3962.54,C1817852913,0,0,M1823388711,0,0,0
CASH_IN,7285.79,C601290858,52944,60229.79,C568288769,2324113.59,2316827.8,0
PAYMENT,2719.24,C1832710558,0,0,M67527650,0,0,0
CASH_IN,240841.52,C122925663,3418092.12,3658933.65,C1325096176,4115322.98,3874481.46,0
CASH_OUT,118428.85,C962437897,0,0,C2081490371,1023724.6,1142153.46,0
TRANSFER,873153.29,C1862010228,0,0,C26136658,2701123.97,3574277.26,0
CASH_IN,294342.63,C186374979,3142254.05,3436596.67,C86970895,1667482.72,1373140.09,0
PAYMENT,6840.44,C1685999467,32263,25422.56,M2106092632,0,0,0
PAYMENT,211.41,C853236160,30142,29930.59,M176602516,0,0,0
PAYMENT,230.72,C1359839062,39842.04,39611.32,M1252600886,0,0,0
PAYMENT,1266.28,C1011188124,59951,58684.72,M1598209629,0,0,0
CASH_IN,186985.86,C1923968547,26431,213416.86,C1984313355,221417.95,34432.08,0
PAYMENT,8227.89,C445544178,804,0,M599084012,0,0,0
CASH_IN,52459.35,C1843521603,343854,396313.35,C1802744295,308552.99,256093.64,0
TRANSFER,491521.27,C1792800745,0,0,C494509898,2401973.81,3125642.32,0
CASH_IN,281698.53,C997705016,7011678.26,7293376.79,C829959473,5835769.31,5554070.78,0
TRANSFER,447714.75,C1106153625,0,0,C726721232,1763274.5,2210989.26,0
CASH_IN,251814.79,C1603987774,553242.41,805057.2,C1945936402,871096.39,619281.6,0
PAYMENT,307.37,C503641377,0,0,M350106733,0,0,0
CASH_OUT,232394.03,C165990854,101672,0,C714433027,1102155.83,1334549.86,0
CASH_OUT,129989.3,C2110484387,0,0,C1994908118,1859866.09,1989855.38,0
CASH_OUT,199640.95,C232288237,0,0,C1168480718,917530.73,1117171.68,0
TRANSFER,791186.56,C826262484,0,0,C423976180,2175243.69,2966430.24,0
PAYMENT,9420.98,C1903567633,266280.05,256859.07,M14381029,0,0,0
CASH_OUT,210410.58,C1388971453,0,0,C1792462815,1765110.1,1975520.68,0
CASH_OUT,175572.63,C591771336,0,0,C1427068633,3010746.04,3186318.67,0
CASH_IN,74392.48,C1568100746,1606837.19,1681229.67,C581336528,897136.88,822744.39,0
CASH_OUT,163463.68,C1961216182,0,0,C328233317,434175.28,597638.96,0
CASH_OUT,334090.26,C1445329574,0,0,C1923390666,1642039.01,1976129.27,0
PAYMENT,2707.99,C757817963,10278,7570.01,M1924687377,0,0,0
PAYMENT,11863.84,C736503100,86148,74284.16,M1254813714,0,0,0
CASH_IN,48220.73,C910649208,862424.57,910645.31,C1687445183,5907102.25,5858881.51,0
PAYMENT,7058.86,C1123786126,107533,100474.14,M596526500,0,0,0
CASH_OUT,245465.32,C1106726493,0,0,C1989359952,3095501.16,3340966.48,0
CASH_OUT,140117.11,C672994424,20224,0,C1715267252,40080.65,180197.76,0
PAYMENT,7309.09,C200241743,21043,13733.91,M1944830320,0,0,0
CASH_OUT,70925.89,C1006006679,0,0,C1086847573,586795.61,657721.49,0
PAYMENT,11203.6,C407127032,14528.44,3324.84,M930153336,0,0,0
PAYMENT,371.61,C1971811230,4028,3656.39,M1489086124,0,0,0
PAYMENT,20033.81,C899361562,2012,0,M677177728,0,0,0
CASH_OUT,231276.3,C509323582,403987,172710.7,C1817713137,973272.51,1204548.8,0
